Brand,Buzz,Impression,Quality,Value,Reputation,Satisfaction,Recommend,Awareness,Attention,Ad Awareness,WOM Exposure,Consideration,Purchase Intent,Current Customer ,Former Customer,Date
BMW,1.0,13.0,25.3,-12.2,23.9,3.0,2.4,93.6,10.8,8.9,10.2,5.3,1.0,2.0,3.0,2020-01-09
BMW,8.7,22.0,29.2,-2.8,21.0,3.5,1.9,84.1,13.7,6.9,5.4,11.9,0.8,2.7,4.2,2020-01-10
BMW,7.6,35.2,36.3,4.3,24.1,2.7,14.5,88.0,11.9,9.4,8.5,13.7,2.2,0.9,6.4,2020-01-11
BMW,3.8,18.3,31.1,-8.7,18.2,0.0,0.5,81.2,8.5,18.0,1.2,6.1,2.5,0.0,1.8,2020-01-12
BMW,3.3,24.2,18.7,-5.5,28.8,2.5,4.0,82.3,3.3,11.8,2.5,8.2,0.8,1.7,2.5,2020-01-13
BMW,0.0,20.8,24.6,6.4,21.2,-0.8,6.8,87.6,4.6,8.2,7.4,6.6,1.5,0.0,2.3,2020-01-14
BMW,0.2,21.9,24.5,-6.5,13.4,0.8,3.3,87.6,4.6,8.5,3.1,2.4,0.0,0.8,0.8,2020-01-15
BMW,4.1,26.3,33.3,-5.5,19.8,3.0,12.8,89.4,10.3,8.0,10.2,6.3,3.0,3.0,1.1,2020-01-16
BMW,6.9,16.6,39.5,-11.9,29.5,1.6,3.7,92.1,6.9,5.8,1.6,6.0,0.8,0.8,2.5,2020-01-17
BMW,5.2,16.8,23.6,-3.2,21.8,1.7,8.2,92.3,11.6,13.2,5.0,6.4,0.8,2.3,4.8,2020-01-18
BMW,11.7,19.8,26.9,3.9,27.8,3.4,6.7,83.8,14.7,13.8,9.9,12.1,5.3,3.4,6.5,2020-01-19
BMW,11.6,24.2,39.6,-5.1,29.8,7.7,22.8,84.8,11.6,15.6,7.7,8.1,3.0,4.6,5.6,2020-01-20
BMW,5.8,20.7,25.8,1.1,30.8,3.8,18.0,92.3,16.2,10.2,7.3,8.3,0.0,0.0,5.6,2020-01-21
BMW,5.4,14.4,23.8,-11.9,22.1,0.9,0.9,92.3,5.4,7.0,2.7,9.3,0.9,0.0,3.6,2020-01-22
BMW,11.6,21.1,31.6,-2.0,34.3,3.3,8.9,89.3,11.6,8.2,5.9,4.1,2.5,3.3,4.1,2020-01-23
BMW,5.5,16.8,28.9,1.1,21.9,-1.2,4.5,91.7,7.0,6.6,0.9,7.3,0.8,0.8,4.4,2020-01-24
BMW,8.7,33.6,34.3,13.8,33.0,5.2,15.6,86.1,10.5,13.1,4.3,11.2,4.3,5.2,6.0,2020-01-25
BMW,6.4,19.7,29.9,0.7,16.9,2.1,11.9,83.0,9.0,5.0,2.1,6.3,0.0,0.0,2.1,2020-01-26
BMW,7.0,28.5,40.2,-4.7,26.7,2.4,10.9,88.9,13.8,17.7,2.6,2.4,0.0,0.6,4.1,2020-01-27
BMW,17.6,18.8,20.3,1.1,23.0,4.2,2.3,88.8,17.6,11.5,2.4,6.1,5.1,3.6,2.4,2020-01-28
BMW,7.3,26.5,29.8,-1.7,27.2,1.6,9.1,83.6,10.7,6.6,5.1,12.3,0.0,0.8,3.2,2020-01-29
BMW,11.4,23.7,34.0,-2.2,24.0,0.0,16.2,89.8,14.3,17.9,3.9,13.8,0.7,0.0,1.6,2020-01-30
BMW,11.0,24.6,27.6,-0.8,20.0,0.3,10.7,85.8,11.0,10.7,3.9,7.6,1.5,1.5,5.8,2020-01-31
BMW,8.6,17.1,28.0,-12.5,23.0,2.5,12.4,83.6,13.6,9.2,9.0,5.8,0.0,0.8,2.5,2020-02-01
BMW,3.7,20.2,29.1,3.2,20.2,0.9,7.7,88.8,3.7,4.6,0.9,1.8,0.0,0.0,2.8,2020-02-02
BMW,4.0,11.7,30.0,-12.8,28.9,2.9,0.5,83.8,14.0,11.8,5.7,7.7,0.0,0.9,6.7,2020-02-03
BMW,15.0,24.0,27.7,2.1,32.9,7.5,15.5,87.8,16.6,10.8,9.2,9.1,2.9,0.8,6.7,2020-02-04
BMW,11.5,24.8,31.7,-1.8,31.5,8.4,22.2,87.1,13.8,19.3,9.3,8.4,0.9,4.5,4.8,2020-02-05
BMW,9.2,31.9,42.8,4.2,34.4,5.0,22.2,81.2,10.7,9.8,4.2,10.8,1.6,3.5,1.6,2020-02-06
BMW,15.8,24.9,32.8,-2.7,18.6,2.3,6.7,90.6,20.9,11.0,7.5,9.7,1.6,2.5,3.2,2020-02-07
BMW,8.2,29.7,41.3,1.8,30.3,5.6,10.5,90.6,8.2,11.1,10.4,12.1,3.7,1.9,6.4,2020-02-08
BMW,3.1,18.1,29.8,-3.7,21.3,4.2,12.6,93.4,11.1,10.2,6.2,7.2,2.3,2.3,1.9,2020-02-09
BMW,10.5,16.1,24.8,2.1,22.8,1.6,5.3,81.2,12.1,11.2,3.7,7.0,0.8,0.8,2.3,2020-02-10
BMW,8.1,19.4,35.1,12.2,29.8,5.3,16.4,84.3,10.0,16.1,6.7,14.1,3.6,2.7,2.6,2020-02-11
BMW,11.7,30.1,34.5,-3.1,33.7,4.6,18.0,85.8,17.6,10.3,7.9,5.1,1.8,1.8,2.8,2020-02-12
BMW,7.2,28.8,26.9,1.8,21.9,4.3,13.4,91.8,9.5,19.4,7.7,10.4,0.0,4.3,4.4,2020-02-13
BMW,11.4,26.6,28.4,-0.4,26.7,5.7,7.9,96.1,13.4,13.3,6.8,6.0,2.0,1.0,4.7,2020-02-14
BMW,4.0,26.1,30.1,-8.1,25.1,1.5,11.4,93.0,5.5,5.3,3.3,1.5,0.0,0.0,3.8,2020-02-15
BMW,11.9,22.4,30.9,-4.8,24.2,1.6,6.9,84.9,13.5,18.2,9.0,9.0,3.7,0.8,2.4,2020-02-16
BMW,3.6,22.0,36.0,-2.3,33.1,-2.8,11.5,90.3,10.2,8.6,4.5,0.8,0.0,0.0,4.5,2020-02-17
BMW,6.0,30.7,32.9,-0.7,32.3,4.5,12.1,87.5,8.0,11.3,4.6,6.5,0.0,4.5,3.1,2020-02-18
BMW,7.0,27.4,29.4,-2.6,27.3,3.3,12.3,87.8,8.5,13.2,6.3,7.0,2.1,3.5,8.4,2020-02-19
BMW,6.4,31.1,45.4,-7.9,28.8,4.6,6.2,94.2,6.4,8.2,4.8,9.3,1.7,4.6,0.9,2020-02-20
BMW,1.8,15.1,16.5,-9.5,18.2,2.1,7.7,83.9,10.8,5.5,4.5,7.2,0.0,0.0,4.9,2020-02-21
BMW,7.4,32.4,43.7,-5.8,32.1,0.0,10.6,94.1,14.6,16.6,7.7,10.2,0.7,1.4,2.1,2020-02-22
BMW,4.4,26.1,29.2,-3.7,15.0,2.3,12.3,88.9,9.0,9.2,7.1,6.0,2.3,3.7,0.0,2020-02-23
BMW,10.7,28.7,25.4,-3.1,23.5,-0.3,11.5,87.1,12.4,9.1,4.3,4.3,0.0,0.8,5.2,2020-02-24
BMW,4.5,21.2,22.6,-7.1,23.9,2.5,5.5,87.9,4.5,13.5,2.6,4.9,0.0,0.8,5.2,2020-02-25
BMW,13.7,36.3,38.4,4.4,46.9,0.8,16.5,88.6,13.7,11.5,6.6,10.6,3.2,0.8,6.6,2020-02-26
BMW,11.8,30.6,34.6,-2.6,19.9,4.3,13.3,87.0,15.0,17.5,7.8,7.1,2.7,2.7,5.6,2020-02-27
BMW,6.4,21.9,32.9,6.4,38.9,3.4,12.0,93.4,14.4,8.3,6.3,11.2,2.0,4.0,3.2,2020-02-28
BMW,0.0,27.6,36.2,-8.1,20.5,2.6,5.0,92.9,0.0,6.0,6.6,6.1,0.0,0.0,7.1,2020-02-29
BMW,15.3,22.3,35.0,10.8,30.0,5.5,16.1,92.5,18.6,15.8,5.9,9.0,0.8,1.6,7.2,2020-03-01
BMW,6.6,28.0,35.1,1.5,20.9,4.1,10.9,89.3,15.8,13.6,6.8,9.9,4.7,1.7,3.9,2020-03-02
BMW,7.1,22.7,33.5,0.2,34.2,2.7,16.6,96.9,12.4,17.5,3.4,5.0,0.7,0.0,5.8,2020-03-03
BMW,18.0,33.7,35.9,-1.8,30.9,2.9,13.8,85.8,18.0,13.9,3.7,19.6,1.4,4.1,2.5,2020-03-04
BMW,10.5,26.4,33.9,0.6,36.4,4.2,9.1,88.9,13.1,14.3,4.7,5.4,0.0,0.7,3.5,2020-03-05
BMW,6.3,21.1,25.0,4.4,23.3,1.3,7.7,88.5,10.6,8.8,3.6,1.5,0.0,0.6,2.6,2020-03-06
BMW,1.3,30.2,30.2,-0.5,31.3,3.0,8.5,91.6,9.7,13.6,8.7,6.2,0.0,1.0,2.0,2020-03-07
BMW,-1.0,19.3,28.6,0.0,27.9,1.0,12.3,91.3,3.1,6.2,4.1,4.9,1.2,0.0,2.1,2020-03-08
BMW,8.7,18.6,30.3,-2.8,18.9,1.9,6.1,86.9,10.8,12.8,7.5,10.6,2.8,2.5,1.1,2020-03-09
BMW,7.2,25.1,28.5,2.9,26.6,0.2,6.5,92.9,11.6,8.2,6.3,1.8,0.0,0.0,6.6,2020-03-10
BMW,10.9,33.3,41.8,8.2,36.1,3.4,14.7,92.2,15.8,16.1,11.0,16.8,0.9,1.7,2.5,2020-03-11
BMW,5.9,31.2,35.7,-0.7,32.4,2.2,5.0,88.4,12.5,16.4,7.1,8.8,0.0,4.0,6.0,2020-03-12
BMW,9.7,13.5,17.2,-0.3,13.0,0.5,6.2,78.7,14.8,7.8,6.3,6.6,0.0,0.8,4.7,2020-03-13
BMW,6.6,21.6,22.9,3.9,25.2,5.0,4.9,93.1,11.4,9.8,10.2,11.9,3.7,3.7,2.9,2020-03-14
BMW,8.0,28.1,27.5,9.9,32.0,5.5,20.9,91.0,8.0,14.5,7.7,14.6,1.8,1.8,3.7,2020-03-15
BMW,7.7,23.0,32.3,0.7,24.8,1.7,9.6,76.6,9.3,15.3,9.0,6.0,1.3,5.2,2.1,2020-03-16
BMW,-0.2,14.4,29.5,-1.9,27.7,2.8,8.2,88.0,6.0,6.5,1.9,9.8,0.9,2.8,3.2,2020-03-17
BMW,5.2,12.0,17.4,-10.0,16.2,4.7,5.1,88.4,9.0,11.0,7.8,5.3,0.7,4.6,4.0,2020-03-18
BMW,3.9,19.6,31.4,1.5,23.3,0.8,10.6,86.8,8.1,5.5,3.6,6.5,2.1,0.0,3.9,2020-03-19
BMW,7.6,18.2,31.3,-3.5,20.7,0.8,9.5,89.2,9.2,6.8,5.9,7.6,0.0,3.8,4.4,2020-03-20
BMW,4.4,20.3,35.0,10.1,35.8,3.1,12.1,92.8,5.9,8.7,3.2,6.0,1.6,0.0,3.9,2020-03-21
BMW,8.7,17.0,27.8,-1.8,30.7,2.1,10.6,92.6,14.9,11.5,7.3,9.7,1.1,2.1,2.1,2020-03-22
BMW,4.0,21.7,36.1,-1.7,27.1,5.7,12.9,89.2,9.8,11.7,3.8,3.8,0.9,2.8,3.8,2020-03-23
BMW,4.7,24.8,40.3,6.4,29.8,1.2,6.5,90.3,11.4,6.6,4.7,6.3,1.6,1.6,8.9,2020-03-24
BMW,8.1,23.1,30.2,4.8,25.9,4.6,14.5,91.4,8.1,14.6,4.6,8.1,2.2,3.8,4.9,2020-03-25
BMW,0.0,20.5,30.6,-2.5,21.9,1.0,0.2,87.5,4.2,7.3,3.1,3.1,0.0,0.0,3.1,2020-03-26
BMW,13.0,14.5,28.0,6.4,36.1,0.6,7.7,84.8,16.7,11.5,5.6,11.9,0.9,0.9,9.6,2020-03-27
BMW,12.6,29.5,36.7,11.8,33.9,6.4,23.9,88.3,14.5,16.1,8.4,14.5,3.0,5.4,3.2,2020-03-28
BMW,6.7,32.0,33.9,6.3,35.0,2.7,14.6,96.5,9.9,16.8,7.2,12.6,0.8,1.2,4.3,2020-03-29
BMW,10.2,23.1,29.0,2.1,29.0,4.0,11.4,81.5,10.2,9.2,6.8,8.4,5.2,3.2,3.4,2020-03-30
BMW,11.4,37.6,42.8,1.9,35.8,3.1,5.2,98.3,11.4,9.5,3.0,6.0,0.9,0.9,4.6,2020-03-31
BMW,13.5,20.2,20.9,-1.9,18.1,7.6,12.6,86.2,13.5,15.9,1.9,10.4,3.7,6.7,4.2,2020-04-01
BMW,6.8,25.2,34.5,-3.0,34.6,5.9,3.9,89.7,6.8,10.7,1.9,7.7,2.9,1.9,9.4,2020-04-02
BMW,4.1,41.2,35.7,-0.8,34.0,5.1,18.4,89.8,4.1,5.5,1.0,12.3,2.4,2.0,6.5,2020-04-03
BMW,1.3,20.8,26.2,4.0,22.0,1.7,3.7,89.6,5.2,6.6,2.5,6.6,0.8,0.8,3.5,2020-04-04
BMW,8.1,13.2,33.3,-4.9,23.7,2.3,6.7,84.7,8.1,8.3,2.9,9.4,2.9,0.7,2.3,2020-04-05
BMW,6.8,15.0,31.4,-2.4,26.6,2.4,13.4,89.8,10.2,7.9,3.3,6.6,4.5,3.3,2.1,2020-04-06
BMW,3.2,25.1,35.6,6.2,30.6,1.0,10.1,93.2,15.0,11.3,5.9,7.9,0.0,0.0,3.2,2020-04-07
BMW,-3.5,11.7,19.6,-8.1,23.4,1.4,0.3,90.2,8.7,6.5,0.0,10.9,3.4,0.0,4.1,2020-04-08
BMW,6.3,35.9,33.0,-0.3,27.5,5.3,16.9,90.6,6.3,11.6,6.3,2.7,0.0,2.7,6.7,2020-04-09
BMW,5.3,17.9,28.3,-11.9,27.0,1.7,6.1,90.7,7.0,7.8,3.5,6.1,0.8,1.7,4.2,2020-04-10
BMW,5.1,17.7,27.3,-2.4,15.0,3.7,6.4,83.5,7.0,3.7,3.0,1.8,0.0,0.0,4.6,2020-04-11
BMW,1.7,17.7,22.6,-2.2,22.0,1.7,7.3,78.8,9.6,9.5,4.3,6.0,0.9,2.6,3.4,2020-04-12
BMW,3.4,8.8,10.0,-7.4,15.7,1.7,2.1,79.8,13.6,9.3,8.5,0.8,0.0,1.7,2.5,2020-04-13
BMW,7.2,30.8,27.0,3.6,22.8,4.2,12.3,85.8,12.5,7.4,1.5,7.4,1.6,2.3,6.0,2020-04-14
BMW,4.6,22.2,38.5,-6.9,28.3,0.0,5.8,91.0,9.3,6.2,5.0,3.6,0.0,0.0,2.9,2020-04-15
BMW,7.9,31.4,41.3,-0.9,28.0,6.5,11.9,91.5,7.9,8.4,6.5,4.4,3.3,0.7,8.7,2020-04-16
BMW,2.0,14.4,30.8,4.1,21.7,3.4,3.8,92.1,2.0,2.0,4.4,6.8,4.4,4.4,1.0,2020-04-17
BMW,6.7,38.2,46.2,8.0,33.5,3.9,25.0,85.1,18.8,10.0,6.1,13.8,2.7,1.6,7.0,2020-04-18
BMW,9.5,27.2,31.7,5.7,28.9,3.6,10.3,89.9,9.5,10.5,6.6,9.2,4.3,4.3,2.7,2020-04-19
BMW,-0.3,23.9,28.2,-8.7,20.9,1.8,8.2,89.0,6.4,6.0,4.6,3.0,0.0,0.6,4.8,2020-04-20
BMW,2.3,21.7,24.1,-3.3,20.8,-0.9,-2.7,79.2,8.8,9.1,1.8,3.9,0.0,0.0,1.8,2020-04-21
BMW,11.2,24.8,34.9,-2.0,31.9,1.0,13.2,94.6,11.2,3.8,5.7,5.8,2.8,0.0,1.0,2020-04-22
BMW,4.2,28.8,35.8,17.9,33.0,1.3,12.5,91.6,6.9,9.6,1.3,8.3,5.5,0.0,4.0,2020-04-23
BMW,11.4,34.0,40.8,10.9,31.5,11.0,18.8,89.1,11.4,14.0,6.5,16.9,11.7,7.0,5.0,2020-04-24
BMW,5.7,20.8,28.2,1.2,23.1,1.7,15.3,92.6,5.7,6.0,9.2,10.1,0.9,0.0,2.6,2020-04-25
BMW,4.9,25.7,38.2,-2.8,25.8,4.6,12.5,91.3,4.9,8.2,5.7,13.3,1.0,0.0,5.5,2020-04-26
BMW,6.3,13.5,19.8,-4.2,22.1,4.2,0.1,86.6,6.3,8.4,11.4,5.2,1.0,2.1,9.3,2020-04-27
BMW,4.3,23.4,27.7,-1.4,29.1,-1.4,5.7,92.9,4.3,11.4,2.8,4.3,0.0,0.0,3.5,2020-04-28
BMW,4.4,16.6,22.1,-2.3,22.2,3.3,14.8,83.1,7.7,5.5,3.3,9.0,0.8,0.8,6.7,2020-04-29
BMW,2.4,20.0,31.7,-1.6,24.5,2.9,14.7,88.1,2.4,3.9,4.5,5.9,2.0,1.0,2.0,2020-04-30
BMW,4.7,13.7,20.8,-10.0,23.4,2.9,5.8,87.1,4.7,4.7,2.2,6.0,1.8,0.7,2.9,2020-05-01
BMW,9.8,35.5,37.8,-1.1,34.8,5.5,8.0,85.6,17.4,3.8,8.5,12.0,4.7,2.8,7.9,2020-05-02
BMW,6.2,34.4,34.1,-0.8,35.4,3.1,10.8,87.1,15.2,7.1,8.5,3.8,1.0,2.8,5.6,2020-05-03
BMW,9.9,19.4,32.3,-11.7,15.1,0.9,2.3,99.1,13.6,9.0,6.7,1.9,0.0,0.0,2.8,2020-05-04
BMW,5.9,23.8,32.9,-3.6,26.2,1.0,11.0,88.4,5.9,9.7,3.7,6.4,1.0,1.0,2.0,2020-05-05
BMW,5.1,20.7,33.6,4.4,33.8,-1.0,14.8,86.2,7.1,6.0,9.1,11.7,0.0,0.0,1.0,2020-05-06
BMW,7.2,21.7,32.8,2.9,7.7,3.4,-0.8,90.4,10.4,4.8,1.6,1.6,0.8,1.6,2.6,2020-05-07
BMW,7.6,24.2,24.8,2.4,20.8,6.8,7.7,90.9,9.2,11.0,3.9,9.2,1.7,6.8,3.2,2020-05-08
BMW,12.1,27.2,32.0,2.6,25.1,2.2,9.4,93.3,15.8,5.4,5.8,11.2,0.7,1.5,1.5,2020-05-09
BMW,10.4,22.6,22.7,2.8,29.1,1.6,12.9,86.3,10.4,10.4,10.7,12.6,0.0,1.6,0.0,2020-05-10
BMW,10.8,24.9,31.0,0.6,26.4,2.2,7.0,84.5,12.3,2.9,1.5,4.8,0.0,0.7,5.0,2020-05-11
BMW,8.7,17.5,34.6,4.3,27.1,1.9,16.7,84.7,8.7,10.4,5.4,6.2,0.7,4.1,5.4,2020-05-12
BMW,7.2,23.6,22.7,-1.0,28.9,4.8,16.7,92.1,7.2,6.5,2.4,7.2,0.0,1.8,3.0,2020-05-13
BMW,4.1,21.2,33.7,0.2,28.8,3.8,16.1,89.3,12.0,8.7,5.7,7.2,2.6,0.0,12.6,2020-05-14
BMW,13.6,38.7,45.0,10.1,31.5,-0.5,22.5,92.1,16.3,11.9,11.7,17.6,0.0,1.4,4.8,2020-05-15
BMW,0.1,20.4,17.6,-14.2,17.1,0.8,4.2,86.9,13.1,5.7,7.3,3.5,1.5,0.8,3.2,2020-05-16
BMW,9.8,28.1,31.3,1.2,33.3,8.0,18.5,86.9,14.6,10.7,9.5,8.3,3.1,0.8,13.6,2020-05-17
BMW,4.5,37.0,40.7,6.7,33.3,7.7,19.4,90.4,4.5,9.1,0.8,14.1,0.8,4.3,3.4,2020-05-18
BMW,4.6,20.6,16.7,-6.1,22.7,1.8,1.4,84.7,6.4,10.7,0.9,5.0,1.8,1.8,1.8,2020-05-19
BMW,2.2,19.9,25.6,-5.7,16.0,6.1,4.1,81.5,8.1,10.1,4.1,11.4,0.0,2.0,6.1,2020-05-20
BMW,2.7,21.0,24.8,-5.5,31.2,1.9,5.0,90.7,9.2,7.0,0.9,4.0,1.2,1.9,0.0,2020-05-21
BMW,-2.9,17.5,31.2,-9.4,25.6,0.7,4.0,95.1,11.8,5.3,5.3,2.7,0.9,0.9,5.1,2020-05-22
BMW,10.3,23.2,20.4,-0.4,22.6,2.4,10.6,86.3,10.3,3.6,2.4,4.8,0.0,1.2,1.2,2020-05-23
BMW,11.1,18.0,31.7,8.4,17.8,5.9,9.0,91.5,14.5,10.4,2.2,5.9,3.0,3.0,2.9,2020-05-24
BMW,3.1,22.6,39.7,13.2,21.0,3.8,17.5,74.3,4.7,14.5,11.4,6.9,1.6,0.0,6.2,2020-05-25
BMW,6.2,16.1,38.4,-5.1,34.1,4.3,0.8,99.1,6.2,3.6,6.9,5.1,0.9,3.6,2.5,2020-05-26
BMW,5.0,16.6,19.3,-8.1,22.5,6.5,9.8,80.0,10.3,10.1,11.5,7.4,0.8,5.0,3.3,2020-05-27
BMW,7.6,37.5,31.4,-6.7,25.5,4.6,20.4,90.1,7.6,9.4,4.9,8.7,1.8,1.8,4.6,2020-05-28
BMW,3.5,19.5,17.3,-3.2,28.5,4.5,9.7,85.4,9.7,4.5,6.4,15.1,1.0,3.2,7.9,2020-05-29
BMW,3.0,18.2,21.0,-4.9,29.4,2.3,12.6,89.9,17.3,9.1,6.4,8.8,0.0,4.1,7.0,2020-05-30
BMW,15.8,34.2,41.5,9.8,27.9,16.1,19.6,89.6,17.7,12.6,13.3,16.1,5.1,12.4,4.7,2020-05-31
BMW,9.0,18.6,24.0,-9.7,19.2,0.6,8.1,89.6,10.5,5.1,6.0,4.1,1.6,0.0,4.9,2020-06-01
BMW,5.1,30.0,36.6,1.8,34.0,11.0,18.3,90.0,12.2,6.5,5.5,8.9,4.0,3.2,10.6,2020-06-02
BMW,14.0,29.1,37.9,0.3,33.7,3.0,13.7,93.6,16.1,9.4,11.6,11.6,7.5,1.0,9.0,2020-06-03
BMW,12.8,25.9,31.6,3.0,24.7,-1.3,10.8,80.8,12.8,8.1,10.0,10.1,0.0,0.0,8.9,2020-06-04
BMW,6.7,27.5,31.4,-1.3,26.2,3.1,6.6,81.7,9.7,6.0,2.9,4.3,0.8,0.0,7.7,2020-06-05
BMW,3.0,13.1,20.3,-6.8,20.1,0.6,7.7,83.6,6.8,7.3,5.8,11.8,1.6,2.5,3.5,2020-06-06
BMW,14.2,31.0,37.5,20.8,32.8,7.2,25.6,86.8,15.8,10.1,10.6,12.6,3.1,7.2,0.0,2020-06-07
BMW,5.1,35.7,39.3,-12.0,24.3,3.1,13.9,93.0,16.2,16.4,10.9,14.4,1.0,3.1,3.1,2020-06-08
BMW,7.2,25.4,39.2,-5.0,32.0,5.7,8.7,96.2,7.2,12.9,5.1,7.2,2.8,6.5,1.5,2020-06-09
BMW,6.5,27.2,30.8,4.9,22.2,3.6,9.1,85.1,6.5,5.6,4.6,9.1,0.9,5.8,2.7,2020-06-10
BMW,4.0,23.7,25.4,-0.3,28.2,0.0,11.9,86.1,4.0,6.0,2.6,3.1,0.0,0.0,0.0,2020-06-11
BMW,4.3,16.5,29.0,-3.8,20.3,2.8,6.2,85.7,7.9,7.9,4.5,4.6,1.8,0.9,5.4,2020-06-12
BMW,9.9,17.6,30.9,13.5,31.6,1.1,16.0,86.5,11.3,10.1,5.5,9.5,1.6,0.7,2.5,2020-06-13
BMW,8.1,23.7,30.6,0.4,27.3,3.4,16.8,95.0,14.0,13.7,6.3,11.2,2.4,2.4,9.2,2020-06-14
BMW,5.7,22.2,23.0,-5.6,21.8,2.1,11.6,85.3,7.8,4.2,1.1,5.4,0.0,3.2,3.2,2020-06-15
BMW,8.8,22.2,26.1,0.8,35.4,-3.7,13.1,92.6,8.8,5.1,4.3,6.4,0.0,2.0,11.1,2020-06-16
BMW,1.9,18.9,33.5,-8.6,30.5,0.9,12.4,92.2,3.7,15.1,7.3,12.7,0.9,1.9,1.9,2020-06-17
BMW,4.3,23.3,25.2,-8.8,24.8,4.7,9.0,90.7,6.7,7.2,4.4,3.8,2.1,0.9,6.1,2020-06-18
BMW,1.2,4.4,22.0,-11.7,24.2,2.1,-1.3,93.8,9.6,8.8,6.7,5.4,0.0,2.9,3.3,2020-06-19
BMW,4.0,20.2,36.0,-3.6,23.5,-0.4,10.1,90.7,9.8,6.1,9.3,6.9,0.8,0.8,8.1,2020-06-20
BMW,6.0,27.3,35.2,-5.8,27.1,7.0,7.4,89.0,10.7,3.4,2.3,2.0,0.0,3.5,4.8,2020-06-21
BMW,9.4,25.1,36.3,-4.6,36.8,0.9,12.2,88.7,13.0,10.9,7.7,1.8,0.0,0.0,4.5,2020-06-22
BMW,3.0,28.3,28.3,5.4,27.5,1.9,11.7,84.4,8.7,5.8,4.8,5.2,1.0,2.9,1.9,2020-06-23
BMW,4.3,19.7,25.4,-5.3,18.7,0.0,3.9,80.2,4.3,8.2,2.1,1.4,0.0,0.0,2.0,2020-06-24
BMW,4.1,24.9,31.2,8.0,29.2,2.1,9.7,87.7,4.1,6.6,3.1,4.4,0.0,1.0,5.6,2020-06-25
BMW,9.3,26.0,28.6,7.1,27.1,3.3,18.5,83.3,9.3,9.7,3.3,9.3,0.8,1.6,4.1,2020-06-26
BMW,8.7,17.6,25.9,2.7,22.6,0.6,5.5,82.3,8.7,9.8,6.5,5.9,4.0,0.8,5.7,2020-06-27
BMW,5.3,23.9,30.6,8.0,31.8,3.0,8.7,95.6,8.5,13.0,6.1,10.2,6.1,2.4,2.4,2020-06-28
BMW,2.7,19.1,30.8,8.3,28.5,6.0,12.8,87.8,7.3,11.1,5.0,7.5,1.2,2.3,4.8,2020-06-29
BMW,9.0,37.3,47.1,-1.4,50.8,4.0,14.1,98.0,14.3,6.7,10.6,6.6,3.0,4.0,2.0,2020-06-30
BMW,4.0,19.4,20.4,1.4,22.6,5.5,3.2,85.1,10.0,11.5,6.9,5.8,2.0,2.8,5.3,2020-07-01
BMW,9.4,28.4,31.1,5.4,33.5,1.8,6.9,91.9,12.9,7.3,3.6,6.7,1.1,1.8,6.5,2020-07-02
BMW,5.0,12.3,28.4,-2.7,27.3,1.8,3.5,91.3,5.0,5.5,4.7,3.5,0.9,0.9,1.8,2020-07-03
BMW,13.1,29.2,33.9,3.9,28.6,6.6,10.3,90.1,13.1,9.2,11.7,10.1,2.5,3.7,5.3,2020-07-04
BMW,2.9,17.5,29.5,8.4,23.8,5.3,6.1,79.5,9.3,6.9,14.0,9.0,1.6,2.4,5.0,2020-07-05
BMW,8.3,30.6,37.8,0.8,32.6,1.7,12.5,88.9,10.0,16.0,13.1,11.7,5.6,1.7,1.4,2020-07-06
BMW,9.3,25.7,36.7,6.9,31.3,2.0,15.8,82.7,9.3,10.6,6.8,8.9,0.0,1.0,1.0,2020-07-07
BMW,4.2,15.1,28.2,-1.8,20.2,1.7,10.3,88.4,6.6,9.8,1.2,6.6,2.0,2.9,3.4,2020-07-08
BMW,2.3,34.7,38.9,-3.5,27.5,-2.6,10.8,88.4,9.5,10.5,8.6,2.3,0.0,2.0,5.0,2020-07-09
BMW,7.4,30.7,36.4,6.1,29.4,2.1,12.5,87.4,10.2,8.5,6.2,3.8,0.0,1.4,2.1,2020-07-10
BMW,14.5,31.1,32.2,0.6,25.8,3.8,19.7,85.3,16.2,8.4,0.8,4.7,0.0,0.0,8.1,2020-07-11
BMW,3.1,13.7,26.9,-9.3,20.3,3.3,3.3,88.1,4.8,4.1,5.4,7.7,3.1,1.6,1.6,2020-07-12
BMW,1.3,15.9,25.1,-3.0,19.9,-0.5,7.8,91.2,7.1,8.7,1.5,3.4,0.0,0.0,5.9,2020-07-13
BMW,3.8,23.1,26.4,4.0,22.2,2.5,10.6,87.5,9.2,10.2,3.3,16.3,2.5,1.6,2.5,2020-07-14
BMW,4.3,27.9,29.1,0.1,29.5,7.7,14.5,92.4,10.9,9.5,5.7,6.5,0.9,4.8,6.7,2020-07-15
BMW,8.4,27.9,25.0,-11.4,26.4,2.5,12.2,92.7,10.2,14.1,6.1,10.1,3.2,0.9,4.3,2020-07-16
BMW,9.2,5.9,22.8,-16.1,24.2,0.1,2.2,89.9,14.3,9.2,2.7,7.1,3.6,1.8,2.6,2020-07-17
BMW,4.9,21.6,34.9,2.3,26.0,0.0,12.1,85.0,9.1,11.0,6.7,5.6,0.0,0.0,1.0,2020-07-18
BMW,-1.3,17.7,29.8,-10.8,26.3,4.1,4.8,89.0,5.4,7.1,2.8,8.1,3.2,6.3,1.0,2020-07-19
BMW,3.4,13.7,22.7,3.4,19.9,1.4,6.2,85.9,8.2,8.2,1.4,2.9,0.7,1.4,3.8,2020-07-20
